listing_id,manufacturer,price,location,Model:,Condition:,Location:,Listing ID:,Update:,Year of construction:,Mileage:
21477277,DAF,"€19,900                            
         Fixed price plus VAT        
        (€24,079 gross)",Veghel,XF 480 XF 4X2 SSC 2xTanks Standklima ACC,used,"Veghel, Netherlands",A214-77-277,12.03.2026,2019,"731,334 km"
21477237,Volvo,"€12,400                            
         Fixed price plus VAT        
        (€15,004 gross)",Veghel,FH 440 4X2 NL-Truck VEB Euro5,used,"Veghel, Netherlands",A214-77-237,11.03.2026,2007,"865,033 km"
21477222,Mercedes,"€39,800                            
         Fixed price plus VAT        
        (€48,158 gross)",Veghel,Actros 2653 8X4 Manual! Retarder Full-Steel HMF...,used,"Veghel, Netherlands",A214-77-222,11.03.2026,2001,"340,017 km"
21477217,Scania,"€154,900                            
         Fixed price plus VAT        
        (€187,429 gross)",Veghel,S590 6X4 Full-Air Retarder 2xTanks Big-Axle Sta...,used,"Veghel, Netherlands",A214-77-217,11.03.2026,2023,"17,799 km"
21477167,Scania,"€174,900                            
         Fixed price plus VAT        
        (€211,629 gross)",Veghel,S590 6X4 NEW! Full-Air Retarder 2xTanks Big-Axl...,new,"Veghel, Netherlands",A214-77-167,13.03.2026,2023,499 km
19664766,Iveco,"€46,500                            
         Fixed price plus VAT        
        (€56,265 gross)",Veghel,S-Way 570 6X2 Full-Air Retarder Hydrauliek Lift...,used,"Veghel, Netherlands",A196-64-766,11.03.2026,2021,"273,498 km"
21182222,MAN,"€21,400                            
         Fixed price plus VAT        
        (€25,894 gross)",Veghel,TGS 18.480 4X4 Manual! Hydrodrive Big-Axle Hydr...,used,"Veghel, Netherlands",A211-82-222,11.03.2026,2014,"472,328 km"
20794742,Mercedes,"€19,500                            
         Fixed price plus VAT        
        (€23,595 gross)",Veghel,Actros 1845 4X2 StreamSpace Euro6,used,"Veghel, Netherlands",A207-94-742,11.03.2026,2018,"480,108 km"
21440657,Volvo,"€30,196                            
         Fixed price plus VAT        
        (€37,745 gross)",Norway,"FH520 tractor unit. 141,000 km!",used,Buskerud,A214-40-657,07.03.2026,2009,"141,000 km"
21475387,Scania,"€17,900                            
         Fixed price plus VAT        
        (€21,659 gross)",Veghel,R520 4X2 3-Pedals Retarder PTO 2x Tanks Full-Ai...,used,"Veghel, Netherlands",A214-75-387,11.03.2026,2016,"1,092,528 km"
21487352,DAF,"€30,400                            
         Fixed price plus VAT        
        (€36,784 gross)",Madrid,XF 530 4X2 SC Retarder,used,"Madrid, Spain",A214-87-352,12.03.2026,2021,"361,302 km"
21487312,DAF,"€30,400                            
         Fixed price plus VAT        
        (€36,784 gross)",Madrid,XF 530 4X2 SC Retarder,used,"Madrid, Spain",A214-87-312,12.03.2026,2021,"363,598 km"
21487302,DAF,"€30,400                            
         Fixed price plus VAT        
        (€36,784 gross)",Madrid,XF 530 4X2 SC Retarder,used,"Madrid, Spain",A214-87-302,12.03.2026,2021,"396,741 km"
21487292,DAF,"€30,400                            
         Fixed price plus VAT        
        (€36,784 gross)",Madrid,XF 530 4X2 SC Retarder,used,"Madrid, Spain",A214-87-292,12.03.2026,2021,"375,357 km"
21449917,Scania,"€62,263                            
         Fixed price plus VAT        
        (€77,829 gross)",Norway,R580 6x4 tractor unit w/ hydraulics,used,Vest-Agder,A214-49-917,07.03.2026,2018,"563,961 km"
21187471,DAF,"€49,900                            
         Fixed price plus VAT        
        (€59,381 gross)",Dortmund,XG 480 4X2 Retarder 2xTanks ACC LED BTS-DAF Dea...,used,"Dortmund, Germany",A211-87-471,12.03.2026,2022,"579,260 km"
21464357,SCANIA,"€11,950                            
         ONO plus VAT        
        (€14,460 gross)",Vuren,R500 V8 6X2 MANUAL,good (used),"Vuren, The Netherlands",A214-64-357,10.03.2026,2005,"1,572,883 km"
21464307,SCANIA,"€69,900                            
         ONO plus VAT        
        (€84,579 gross)",Vuren,R500 6X2/4 RETARDER,good (used),"Vuren, The Netherlands",A214-64-307,11.03.2026,2022,"381,560 km"
21489277,MAN,"€35,900                            
         Fixed price plus VAT        
        (€42,721 gross)",Dortmund,TGX 18.510 4X2 GX Mega Hebesattel Retarder 2xTa...,used,"Dortmund, Germany",A214-89-277,12.03.2026,2020,"543,341 km"
21464292,DAF,"€55,900                            
         ONO plus VAT        
        (€67,639 gross)",Vuren,XG+ 530 ALCOA'S PTO+HYDR.,good (used),"Vuren, The Netherlands",A214-64-292,11.03.2026,2022,"571,756 km"
21470722,DAF,"€31,900                            
         Fixed price plus VAT        
        (€38,599 gross)",Veghel,XF 530 4X2 Good Tyres! SC Retarder Standklima,used,"Veghel, Netherlands",A214-70-722,12.03.2026,2021,"448,467 km"
21470712,Scania,"€99,900                            
         Fixed price plus VAT        
        (€120,879 gross)",Veghel,R590 6X2 WB315! Full-Air Retarder Liftachse Lea...,used,"Veghel, Netherlands",A214-70-712,10.03.2026,2023,"535,106 km"
21470697,Scania,"€79,900                            
         Fixed price plus VAT        
        (€96,679 gross)",Veghel,S730 6X4 Full-Air Retarder ADR Leder,used,"Veghel, Netherlands",A214-70-697,10.03.2026,2020,"398,952 km"
21470652,DAF,"€9,300                            
         Fixed price plus VAT        
        (€11,253 gross)",Veghel,XF 460 4X2 SC Retarder 2xTanks Alcoa's Euro6,used,"Veghel, Netherlands",A214-70-652,10.03.2026,2013,"1,112,409 km"
21470512,DAF,"€31,900                            
         Fixed price plus VAT        
        (€38,599 gross)",Veghel,XF 480 4X2 SC Standklima,used,"Veghel, Netherlands",A214-70-512,13.03.2026,2021,"195,919 km"
21470462,MAN,"€19,900                            
         Fixed price plus VAT        
        (€24,079 gross)",Veghel,TGS 18.440 4X2 Retarder Hydraulik Big-Axle,used,"Veghel, Netherlands",A214-70-462,13.03.2026,2015,"272,200 km"
21187298,MAN,"€17,900                            
         Fixed price plus VAT        
        (€21,659 gross)",Veghel,TGS 18.460 4X2 LX Retarder Alcoa's,used,"Veghel, Netherlands",A211-87-298,10.03.2026,2019,"724,277 km"
21187292,MAN,"€17,900                            
         Fixed price plus VAT        
        (€21,659 gross)",Veghel,TGS 18.460 4X2 LX Retarder Alcoa's,used,"Veghel, Netherlands",A211-87-292,10.03.2026,2019,"735,712 km"
21187304,MAN,"€24,900                            
         Fixed price plus VAT        
        (€30,129 gross)",Veghel,TGS 18.470 4X2 Chassis M! LX Retarder 2xTanks A...,used,"Veghel, Netherlands",A211-87-304,10.03.2026,2020,"572,605 km"
21109522,MAN,"€24,900                            
         Fixed price plus VAT        
        (€30,129 gross)",Veghel,TGS 18.470 4X2 Chassis M! LX Retarder 2xTanks A...,used,"Veghel, Netherlands",A211-09-522,10.03.2026,2020,"559,918 km"
21468337,MAN,"€40,500                            
         Fixed price plus VAT        
        (€49,005 gross)",Heteren,TGX 18.470 GX,used,,A214-68-337,10.03.2026,2022,"470,262 km"
21187202,Mercedes,"€13,900                            
         Fixed price plus VAT        
        (€16,819 gross)",Veghel,Actros 1836 4X2 NL-Truck StreamSpace,used,"Veghel, Netherlands",A211-87-202,10.03.2026,2017,"894,306 km"
21187166,DAF,"€15,900                            
         Fixed price plus VAT        
        (€19,239 gross)",Veghel,XF 480 4X2 SSC Retarder PTO,used,"Veghel, Netherlands",A211-87-166,10.03.2026,2018,"750,855 km"
20732967,Scania,"€20,900                            
         Fixed price plus VAT        
        (€25,289 gross)",Veghel,R560 R 6X2 Manual Retarder Lift+Lenkachse Euro5,used,"Veghel, Netherlands",A207-32-967,10.03.2026,2011,"913,449 km"
20793567,Volvo,"€50,900                            
         Fixed price plus VAT        
        (€61,589 gross)",Veghel,FM 460 4X2 VEB Hydraulik LED Alcoa's,used,"Veghel, Netherlands",A207-93-567,10.03.2026,2021,"350,935 km"
21163652,DAF,"€72,400                            
         Fixed price plus VAT        
        (€87,604 gross)",Madrid,XG+ 530 4X2 Retarder - 2x Tanques - ACC -  Aire...,used,"Madrid, Spain",A211-63-652,11.03.2026,2023,"233,914 km"
21408532,Volvo,"€93,778                            
         Fixed price plus VAT        
        (€117,222 gross)",Norway,FH540 6x2 Tractor – 1 Owner! WATCH VIDEO,used,Sør-Trøndelag,A214-08-532,04.03.2026,2023,"342,000 km"
21465042,Volvo,"€31,900                            
         Fixed price plus VAT        
        (€38,599 gross)",Veghel,FH 420 FH 4X2 ADR VEB+ Alcoa's I-ParkCool,used,"Veghel, Netherlands",A214-65-042,10.03.2026,2019,"698,225 km"
21464987,Volvo,"€30,900                            
         Fixed price plus VAT        
        (€37,389 gross)",Veghel,FH 420 FH 4X2 ADR VEB+ Alcoa's I-ParkCool,used,"Veghel, Netherlands",A214-64-987,15.03.2026,2019,"708,589 km"
21463992,MERCEDES-BENZ,"€67,000                            
         Fixed price plus VAT        
        (€81,070 gross)",Heteren,Actros 5 1845 BigSpace,used,,A214-63-992,10.03.2026,2023,"301,436 km"
21464887,Ford,"€34,400                            
         Fixed price plus VAT        
        (€41,624 gross)",Veghel,F-Max 500 4X2 Retarder Standklima 2xTanks ACC LED,used,"Veghel, Netherlands",A214-64-887,10.03.2026,2023,"245,954 km"
21464867,Ford,"€33,900                            
         Fixed price plus VAT        
        (€41,019 gross)",Veghel,F-Max 500 4X2 Retarder Standklima 2xTanks ACC LED,used,"Veghel, Netherlands",A214-64-867,10.03.2026,2022,"159,473 km"
21464847,Ford,"€34,900                            
         Fixed price plus VAT        
        (€42,229 gross)",Veghel,F-Max 500 4X2 Retarder 2xTanks ACC LED,used,"Veghel, Netherlands",A214-64-847,11.03.2026,2022,"125,060 km"
21464817,Scania,"€17,400                            
         Fixed price plus VAT        
        (€21,054 gross)",Veghel,R410 4X2 Mega Retarder Hebesattel 2xTanks,used,"Veghel, Netherlands",A214-64-817,10.03.2026,2014,"698,343 km"
21463522,VOLVO,"€77,500                            
         Fixed price plus VAT        
        (€93,775 gross)",Heteren,FH 500 Globetrotter XL,used,,A214-63-522,10.03.2026,2023,"259,831 km"
21463517,MERCEDES-BENZ,"€63,900                            
         Fixed price plus VAT        
        (€77,319 gross)",Heteren,Actros 5 1845 BigSpace,used,,A214-63-517,10.03.2026,2023,"353,351 km"
21464272,Volvo,"€34,900                            
         Fixed price plus VAT        
        (€42,229 gross)",Veghel,FM 450 FH 6X2 ADR! VEB Lift+Lenkachse,used,"Veghel, Netherlands",A214-64-272,10.03.2026,2017,"239,330 km"
21474712,Volvo,"€68,900                            
         Fixed price plus VAT        
        (€83,369 gross)",Madrid,FH 460 4X2 VEB+ TC 2xTanks I-ParkCool Navi,used,"Madrid, Spain",A214-74-712,11.03.2026,2023,"345,005 km"
21474702,Volvo,"€68,900                            
         Fixed price plus VAT        
        (€83,369 gross)",Madrid,FH 460 4X2 VEB+ TC 2xTanks I-ParkCool Navi,used,"Madrid, Spain",A214-74-702,12.03.2026,2023,"363,130 km"
21187480,DAF,"€9,900                            
                                            €10,700                                    
         Fixed price plus VAT        
        (€11,979 gross)",Veghel,XF 480 XF 4X2 SSC 2xTanks,used,"Veghel, Netherlands",A211-87-480,11.03.2026,2018,"936,881 km"
19645526,Renault,"€36,500                            
         Fixed price plus VAT        
        (€44,165 gross)",Veghel,T 520 6X4 Retarder Hydraulik Big-Axle,used,"Veghel, Netherlands",A196-45-526,11.03.2026,2017,"524,549 km"
21454577,VOLVO,"€19,900                            
         ONO plus VAT        
        (€24,079 gross)",Vuren,FH 460 LNG GAS,good (used),"Vuren, The Netherlands",A214-54-577,11.03.2026,2019,"565,919 km"
21454557,MERCEDES-BENZ,"€49,950                            
         ONO plus VAT        
        (€60,440 gross)",Vuren,ACTROS 1851 MP4 BIGSPACE ALCOA'S,good (used),"Vuren, The Netherlands",A214-54-557,11.03.2026,2022,"459,469 km"
21453932,VOLVO,"€19,900                            
         ONO plus VAT        
        (€24,079 gross)",Vuren,FM 13.500 EEV 10X4 HEAVY DUTY,good (used),"Vuren, The Netherlands",A214-53-932,09.03.2026,2011,"751,411 km"
21460882,Iveco,"€49,900                            
         Fixed price plus VAT        
        (€60,379 gross)",Veghel,S-Way 490 S-Way 4X2 AS Retarder 2xTanks Navi St...,used,"Veghel, Netherlands",A214-60-882,13.03.2026,2023,"292,782 km"
21460872,DAF,"€29,400                            
         Fixed price plus VAT        
        (€35,574 gross)",Veghel,XF 530 4X2 SC Retarder,used,"Veghel, Netherlands",A214-60-872,13.03.2026,2021,"362,712 km"
21460867,DAF,"€29,400                            
         Fixed price plus VAT        
        (€35,574 gross)",Veghel,XF 480 4X2 SC Standklima,used,"Veghel, Netherlands",A214-60-867,13.03.2026,2021,"228,862 km"
21460827,Volvo,"€51,900                            
         Fixed price plus VAT        
        (€62,799 gross)",Veghel,FH 460 4X2 VEB+ TC 2xTanks PTO Alcoa's,used,"Veghel, Netherlands",A214-60-827,09.03.2026,2021,"470,391 km"
21460817,Mercedes,"€14,900                            
         Fixed price plus VAT        
        (€18,029 gross)",Veghel,Actros 1943 4X2 Bigspace Hydraulic ACC,used,"Veghel, Netherlands",A214-60-817,09.03.2026,2016,"739,734 km"
21460797,Volvo,"€21,900                            
         Fixed price plus VAT        
        (€26,499 gross)",Veghel,FM 460 4X2 LXL VEB+ PTO Euro6,used,"Veghel, Netherlands",A214-60-797,13.03.2026,2015,"578,740 km"
21460787,Scania,"€12,900                            
         Fixed price plus VAT        
        (€15,609 gross)",Veghel,R440 6X2 Manual! Retarder Lift+Lenkachse Standk...,used,"Veghel, Netherlands",A214-60-787,09.03.2026,2009,"945,296 km"
21460742,Renault,"€17,900                            
         Fixed price plus VAT        
        (€21,659 gross)",Veghel,T 520 4X2 HIGH Retarder 2xTanks Full-Air Alcoa'...,used,"Veghel, Netherlands",A214-60-742,12.03.2026,2014,"1,000,121 km"
21460737,DAF,"€16,900                            
         Fixed price plus VAT        
        (€20,449 gross)",Veghel,XF 460 6X2 FTG NL-Truck SC Lift+Lenk,used,"Veghel, Netherlands",A214-60-737,09.03.2026,2015,"834,235 km"
21460712,Scania,"€29,900                            
         Fixed price plus VAT        
        (€36,179 gross)",Veghel,R410 4X2 ADR AT! Retarder Alcoa's Full-Air,used,"Veghel, Netherlands",A214-60-712,09.03.2026,2020,"835,803 km"
21460707,Scania,"€28,900                            
         Fixed price plus VAT        
        (€34,969 gross)",Veghel,R410 R 4X2 ADR AT! Retarder Alcoa's Full-Air,used,"Veghel, Netherlands",A214-60-707,09.03.2026,2020,"925,258 km"
21460697,Volvo,"€45,400                            
         Fixed price plus VAT        
        (€54,934 gross)",Veghel,FH 460 4X2 ADR Retarder VEB+ Alcoa's,used,"Veghel, Netherlands",A214-60-697,10.03.2026,2020,"636,949 km"
21460647,MAN,"€28,900                            
         Fixed price plus VAT        
        (€34,969 gross)",Veghel,TGX 18.470 4X2 GX Mega Retarder 2xTanks,used,"Veghel, Netherlands",A214-60-647,09.03.2026,2021,"653,970 km"
21460642,MAN,"€31,400                            
         Fixed price plus VAT        
        (€37,994 gross)",Veghel,TGX 18.470 4X2 GX Mega Retarder 2xTanks,used,"Veghel, Netherlands",A214-60-642,09.03.2026,2021,"482,875 km"
21460627,MAN,"€31,900                            
         Fixed price plus VAT        
        (€38,599 gross)",Veghel,TGX 18.470 4X2 GX Mega Retarder 2xTanks,used,"Veghel, Netherlands",A214-60-627,09.03.2026,2021,"464,694 km"
21460617,MAN,"€31,900                            
         Fixed price plus VAT        
        (€38,599 gross)",Veghel,TGX 18.470 4X2 GX Mega Retarder 2xTanks,used,"Veghel, Netherlands",A214-60-617,09.03.2026,2021,"469,348 km"
21454617,VOLVO,"€59,000                            
         Fixed price plus VAT        
        (€71,390 gross)",Heteren,FH 460 Globetrotter XL Varios i-Save,used,,A214-54-617,09.03.2026,2022,"436,271 km"
21456402,Scania,"€120,900                            
         Fixed price plus VAT        
        (€146,289 gross)",Veghel,S460 4X2 NEW! Retarder Full-Air 2xTanks LED ACC...,new,"Veghel, Netherlands",A214-56-402,09.03.2026,2026,11 km
21456207,Renault,"€9,400                            
         Fixed price plus VAT        
        (€11,374 gross)",Veghel,Magnum 480 Magnum 4X2 NL-Truck TUV-2027!,used,"Veghel, Netherlands",A214-56-207,09.03.2026,2005,"824,265 km"
21454077,DAF,"€22,900                            
         Fixed price plus VAT        
        (€27,709 gross)",Veghel,XF 480 4X2 SC Mega 2xTanks,used,"Veghel, Netherlands",A214-54-077,09.03.2026,2021,"574,205 km"
21454072,DAF,"€22,400                            
         Fixed price plus VAT        
        (€27,104 gross)",Veghel,XF 480 4X2 SC Mega 2xTanks,used,"Veghel, Netherlands",A214-54-072,09.03.2026,2021,"606,482 km"
21470942,DAF,"€66,400                            
         Fixed price plus VAT        
        (€79,016 gross)",Dortmund,XG+ 530 4X2 Retarder 2xTanks Standklima,used,"Dortmund, Germany",A214-70-942,11.03.2026,2023,"224,085 km"
21470937,DAF,"€53,800                            
         Fixed price plus VAT        
        (€64,022 gross)",Dortmund,XG 530 4X2 Retarder 2xTanks,used,"Dortmund, Germany",A214-70-937,11.03.2026,2022,"281,595 km"
21470932,DAF,"€53,800                            
         Fixed price plus VAT        
        (€64,022 gross)",Dortmund,XG 530 4X2 Retarder 2xTanks,used,"Dortmund, Germany",A214-70-932,11.03.2026,2022,"281,513 km"
21501512,MAN,"€39,400                            
         Fixed price plus VAT        
        (€47,674 gross)",Sagunto,TGX 18.470 GX,used,,A215-01-512,13.03.2026,2022,"500,943 km"
21501502,MAN,"€52,800                            
         Fixed price plus VAT        
        (€63,888 gross)",Sagunto,TGX 18.470 GX,used,,A215-01-502,13.03.2026,2022,"272,360 km"
21501027,SCANIA,"€71,300                            
         Fixed price plus VAT        
        (€86,273 gross)",Sagunto,R450 CR20H Retarder ACC,used,,A215-01-027,13.03.2026,2023,"381,279 km"
21501002,VOLVO,"€73,800                            
         Fixed price plus VAT        
        (€89,298 gross)",Sagunto,FH 460 Globetrotter XL Retarder i-Save,used,,A215-01-002,13.03.2026,2023,"307,160 km"
21500117,VOLVO,"€75,400                            
         Fixed price plus VAT        
        (€91,234 gross)",Sagunto,FH 460 XL i-Save I-ParkCool Retarder,used,,A215-00-117,13.03.2026,2023,"320,134 km"
21500112,VOLVO,"€71,000                            
         Fixed price plus VAT        
        (€85,910 gross)",Sagunto,FH 460 Globetrotter XL i-Save I-ParkCool,used,,A215-00-112,13.03.2026,2023,"297,779 km"
21460857,DAF,"€30,900                            
         Fixed price plus VAT        
        (€37,389 gross)",Madrid,XF 530 4X2 SC Retarder,used,"Madrid, Spain",A214-60-857,10.03.2026,2021,"335,708 km"
21459157,DAF,"€45,400                            
         Fixed price plus VAT        
        (€54,026 gross)",Dortmund,XF 480 4X2 2xTanks ACC,used,"Dortmund, Germany",A214-59-157,14.03.2026,2022,"362,720 km"
21459147,DAF,"€45,400                            
         Fixed price plus VAT        
        (€54,026 gross)",Dortmund,XF 480 4X2 2xTanks ACC,used,"Dortmund, Germany",A214-59-147,14.03.2026,2022,"378,661 km"
21458982,DAF,"€24,900                            
         Fixed price plus VAT        
        (€29,631 gross)",Dortmund,XF 480 4X2 SC Hydraulic,used,"Dortmund, Germany",A214-58-982,11.03.2026,2020,"412,280 km"
21458962,DAF,"€52,900                            
         Fixed price plus VAT        
        (€62,951 gross)",Dortmund,XG 480 4X2 Retarder 2xTanks,used,"Dortmund, Germany",A214-58-962,09.03.2026,2022,"327,638 km"
21458947,DAF,"€49,900                            
         Fixed price plus VAT        
        (€59,381 gross)",Dortmund,XF 480 4X2 Retarder 2xTanks,used,"Dortmund, Germany",A214-58-947,11.03.2026,2022,"394,637 km"
21450162,DAF,"€39,900                            
         ONO plus VAT        
        (€48,279 gross)",Vuren,XF 530 FTT 6X4 60T PTO+HYDR,good (used),"Vuren, The Netherlands",A214-50-162,11.03.2026,2019,"504,855 km"
21450147,DAF,"€21,950                            
         ONO plus VAT        
        (€26,560 gross)",Vuren,XF 480 SSC 6X2 FTG,good (used),"Vuren, The Netherlands",A214-50-147,07.03.2026,2018,"808,055 km"
21487707,VOLVO,"€66,300                            
         Fixed price plus VAT        
        (€80,223 gross)",Sagunto,FH 460 Globetrotter XL i-Save I-ParkCool,used,,A214-87-707,12.03.2026,2022,"321,798 km"
20714600,MAN,"€63,890                            
                                            €65,890                                    
         Fixed price plus VAT        
        (€76,029 gross)",Lichtenfels,"18.580 LL SA, Voll- Luft Federung, Kipphydraulik",used,,A207-14-600,13.03.2026,2022,"299,355 km"
21494952,MAN,"€48,990                            
         Fixed price plus VAT        
        (€58,298 gross)",Lichtenfels,"TGX 18.510 BL SA Kipphydr., MIETEN?",used,,A214-94-952,13.03.2026,2022,"296,117 km"
21495012,FORD,"€36,017                            
         Fixed price plus VAT        
        (€42,860 gross)",Eilenburg,F-Max Sattelzugmaschine,used,,A214-95-012,13.03.2026,,"165,114 km"
21451057,MAN,"€28,900                            
         Fixed price plus VAT        
        (€34,969 gross)",Veghel,TGS 18.470 4X2 Retarder ADR ACC,used,"Veghel, Netherlands",A214-51-057,07.03.2026,2020,"735,490 km"
21451052,Volvo,"€44,900                            
         Fixed price plus VAT        
        (€54,329 gross)",Veghel,FH 460 4X2 ADR Retarder VEB+ Alcoa's,used,"Veghel, Netherlands",A214-51-052,10.03.2026,2020,"693,581 km"
21451037,DAF,"€30,900                            
         Fixed price plus VAT        
        (€37,389 gross)",Veghel,XF 530 4X2 SSC Retarder 2xTanks Full-Air Standk...,used,"Veghel, Netherlands",A214-51-037,13.03.2026,2021,"604,093 km"
21451032,Volvo,"€11,900                            
         Fixed price plus VAT        
        (€14,399 gross)",Veghel,FM 340 FM 4X2 NL-Truck VEB Euro 3,used,"Veghel, Netherlands",A214-51-032,07.03.2026,2005,"654,924 km"
21451017,DAF,"€9,900                            
         Fixed price plus VAT        
        (€11,979 gross)",Veghel,XF 480 4X2 SC Hydraulik,used,"Veghel, Netherlands",A214-51-017,10.03.2026,2019,"887,848 km"
21451007,MAN,"€34,800                            
         Fixed price plus VAT        
        (€42,108 gross)",Veghel,TGX 18.510 4X2 GX Retarder ACC Standklima,used,"Veghel, Netherlands",A214-51-007,09.03.2026,2020,"486,383 km"
